pc_recv_time,frame_id,timestamp_ms,vtem_voltage_v,vm_voltage_v,va201_voltage_v,vbat_voltage_v
2026-03-23T14:39:21.770,299,21820,0.564,0.544,0.6,2.616
2026-03-23T14:39:21.805,300,21831,0.565,0.545,0.6,2.612
2026-03-23T14:39:21.805,301,21840,0.565,0.545,0.6,2.614
2026-03-23T14:39:21.806,302,21850,0.565,0.545,0.599,2.616
2026-03-23T14:39:21.806,303,21860,0.564,0.544,0.6,2.616
2026-03-23T14:39:21.806,304,21871,0.563,0.544,0.599,2.604
2026-03-23T14:39:21.873,305,21881,0.565,0.545,0.6,2.612
2026-03-23T14:39:21.873,306,21890,0.564,0.545,0.6,2.616
2026-03-23T14:39:21.873,307,21900,0.566,0.551,0.6,2.616
2026-03-23T14:39:21.874,308,21910,0.564,0.55,0.6,2.614
2026-03-23T14:39:21.893,309,21921,0.565,0.544,0.6,2.616
2026-03-23T14:39:21.908,310,21930,0.565,0.549,0.6,2.616
2026-03-23T14:39:21.908,311,21940,0.564,0.545,0.6,2.614
2026-03-23T14:39:21.908,312,21950,0.564,0.545,0.598,2.614
2026-03-23T14:39:21.942,313,21961,0.566,0.546,0.599,2.614
2026-03-23T14:39:21.943,314,21970,0.565,0.545,0.6,2.614
2026-03-23T14:39:21.943,315,21980,0.564,0.544,0.6,2.614
2026-03-23T14:39:21.943,316,21990,0.565,0.545,0.6,2.614
2026-03-23T14:39:21.943,317,22000,0.564,0.546,0.6,2.612
2026-03-23T14:39:21.977,318,22011,0.564,0.545,0.6,2.614
2026-03-23T14:39:21.977,319,22020,0.564,0.552,0.6,2.614
2026-03-23T14:39:21.978,320,22030,0.565,0.545,0.6,2.614
2026-03-23T14:39:21.978,321,22040,0.566,0.545,0.6,2.614
2026-03-23T14:39:22.045,322,22051,0.564,0.55,0.6,2.614
2026-03-23T14:39:22.045,323,22060,0.565,0.545,0.6,2.616
2026-03-23T14:39:22.045,324,22070,0.565,0.545,0.6,2.616
2026-03-23T14:39:22.045,325,22080,0.564,0.55,0.594,2.614
2026-03-23T14:39:22.076,326,22091,0.558,0.543,0.599,2.601
2026-03-23T14:39:22.077,327,22100,0.565,0.545,0.6,2.617
2026-03-23T14:39:22.077,328,22110,0.564,0.545,0.6,2.616
2026-03-23T14:39:22.077,329,22120,0.564,0.551,0.6,2.614
2026-03-23T14:39:22.078,330,22130,0.564,0.545,0.6,2.612
2026-03-23T14:39:22.113,331,22141,0.565,0.545,0.599,2.614
2026-03-23T14:39:22.113,332,22151,0.566,0.546,0.6,2.616
2026-03-23T14:39:22.113,333,22160,0.564,0.546,0.594,2.614
2026-03-23T14:39:22.114,334,22170,0.566,0.546,0.6,2.614
2026-03-23T14:39:22.152,335,22181,0.566,0.551,0.6,2.614
2026-03-23T14:39:22.153,336,22190,0.564,0.546,0.6,2.616
2026-03-23T14:39:22.159,337,22200,0.564,0.546,0.599,2.616
2026-03-23T14:39:22.160,338,22210,0.565,0.545,0.6,2.616
2026-03-23T14:39:22.171,339,22221,0.557,0.551,0.6,2.604
2026-03-23T14:39:22.218,340,22231,0.564,0.551,0.6,2.616
2026-03-23T14:39:22.218,341,22240,0.565,0.551,0.6,2.616
2026-03-23T14:39:22.219,342,22250,0.564,0.546,0.6,2.616
2026-03-23T14:39:22.219,343,22260,0.564,0.551,0.6,2.614
2026-03-23T14:39:22.240,344,22271,0.565,0.552,0.6,2.617
2026-03-23T14:39:22.241,345,22280,0.565,0.551,0.6,2.616
2026-03-23T14:39:22.256,346,22290,0.564,0.551,0.6,2.614
2026-03-23T14:39:22.256,347,22300,0.564,0.546,0.6,2.614
2026-03-23T14:39:22.290,348,22311,0.565,0.551,0.6,2.614
2026-03-23T14:39:22.290,349,22320,0.565,0.551,0.6,2.616
2026-03-23T14:39:22.290,350,22330,0.565,0.551,0.6,2.616
2026-03-23T14:39:22.290,351,22340,0.564,0.552,0.6,2.614
2026-03-23T14:39:22.291,352,22350,0.564,0.551,0.599,2.612
2026-03-23T14:39:22.327,353,22361,0.565,0.552,0.6,2.616
2026-03-23T14:39:22.327,354,22370,0.565,0.551,0.6,2.616
2026-03-23T14:39:22.329,355,22380,0.564,0.551,0.6,2.614
2026-03-23T14:39:22.329,356,22390,0.564,0.551,0.6,2.614
2026-03-23T14:39:22.375,357,22401,0.564,0.551,0.6,2.616
2026-03-23T14:39:22.376,358,22410,0.565,0.551,0.599,2.616
2026-03-23T14:39:22.376,359,22420,0.565,0.551,0.599,2.616
2026-03-23T14:39:22.376,360,22430,0.564,0.552,0.6,2.612
2026-03-23T14:39:22.423,361,22441,0.558,0.545,0.6,2.602
2026-03-23T14:39:22.438,362,22450,0.565,0.552,0.599,2.616
2026-03-23T14:39:22.438,363,22460,0.565,0.552,0.599,2.617
2026-03-23T14:39:22.438,364,22470,0.564,0.552,0.6,2.614
2026-03-23T14:39:22.438,365,22480,0.566,0.552,0.6,2.614
2026-03-23T14:39:22.462,366,22491,0.564,0.552,0.6,2.616
2026-03-23T14:39:22.463,367,22500,0.564,0.552,0.599,2.616
2026-03-23T14:39:22.463,368,22510,0.566,0.552,0.599,2.612
2026-03-23T14:39:22.475,369,22520,0.566,0.552,0.6,2.614
2026-03-23T14:39:22.524,370,22531,0.565,0.552,0.6,2.616
2026-03-23T14:39:22.525,371,22540,0.564,0.552,0.593,2.614
2026-03-23T14:39:22.525,372,22550,0.565,0.552,0.6,2.616
2026-03-23T14:39:22.525,373,22560,0.564,0.551,0.6,2.614
2026-03-23T14:39:22.525,374,22571,0.558,0.552,0.6,2.604
2026-03-23T14:39:22.547,375,22581,0.564,0.552,0.6,2.616
2026-03-23T14:39:22.562,376,22590,0.564,0.552,0.6,2.616
2026-03-23T14:39:22.562,377,22600,0.564,0.552,0.6,2.616
2026-03-23T14:39:22.563,378,22610,0.566,0.552,0.599,2.614
2026-03-23T14:39:22.599,379,22621,0.564,0.552,0.6,2.616
